Project,Precision,Recall,Auc_Score,Accuracy,Fmeasure,GMean
ant-1.7.csv,0.7692307692307693,0.5421686746987951,0.8449757579540963,0.8617449664429531,0.6360424028268551,0.6457962733644264
arc.csv,0.375,0.2222222222222222,0.791018071211308,0.8675213675213675,0.27906976744186046,0.28867513459481287
camel-1.6.csv,0.5670103092783505,0.2925531914893617,0.7271488814042004,0.8186528497409327,0.38596491228070173,0.40728451429774676
e-learning.csv,0.5,0.4,0.9406779661016949,0.921875,0.4444444444444445,0.4472135954999579
intercafe.csv,1.0,0.75,0.9021739130434783,0.9629629629629629,0.8571428571428571,0.8660254037844386
ivy-2.0.csv,0.5652173913043478,0.325,0.8282051282051283,0.8948863636363636,0.4126984126984127,0.42859730770726157
jedit-4.3.csv,0.42857142857142855,0.2727272727272727,0.82999432999433,0.975609756097561,0.33333333333333326,0.3418817293789138
kalkulator.csv,0.75,0.5,0.9206349206349207,0.8518518518518519,0.6,0.6123724356957945
log4j-1.2.csv,0.9282051282051282,0.9576719576719577,0.6868386243386244,0.8926829268292683,0.9427083333333334,0.9428234311096408
lucene-2.4.csv,0.8238095238095238,0.8522167487684729,0.8415734781201683,0.8029411764705883,0.837772397094431,0.8378927580457157
nieruchomosci.csv,0.875,0.7,0.9352941176470588,0.8518518518518519,0.7777777777777777,0.7826237921249264
pbeans2.csv,0.625,0.5,0.6974358974358974,0.8367346938775511,0.5555555555555556,0.5590169943749475
pdftranslator.csv,0.9285714285714286,0.8666666666666667,0.9851851851851852,0.9090909090909091,0.896551724137931,0.8970852271450604
poi-2.5.csv,0.897119341563786,0.8790322580645161,0.9029903461266777,0.8571428571428571,0.8879837067209776,0.8880297520737505
prop-6.csv,0.5161290322580645,0.24242424242424243,0.7567467605346393,0.9015151515151515,0.32989690721649484,0.3537261506283055
redaktor.csv,0.7222222222222222,0.48148148148148145,0.7698235147899578,0.8920454545454546,0.5777777777777777,0.5896919751144688
serapion.csv,0.8571428571428571,0.6666666666666666,0.9058641975308643,0.9111111111111111,0.75,0.7559289460184544
skarbonka.csv,0.8333333333333334,0.5555555555555556,0.8487654320987654,0.8888888888888888,0.6666666666666667,0.6804138174397717
sklebagd.csv,0.9166666666666666,0.9166666666666666,0.8854166666666666,0.9,0.9166666666666666,0.9166666666666666
synapse-1.2.csv,0.6923076923076923,0.627906976744186,0.8158002735978113,0.78125,0.6585365853658537,0.6593214921824309
systemdata.csv,0.75,0.3333333333333333,0.6051587301587301,0.8923076923076924,0.46153846153846156,0.5
szybkafucha.csv,0.75,0.6428571428571429,0.7922077922077922,0.68,0.6923076923076924,0.6943650748294137
termoproject.csv,0.8888888888888888,0.6153846153846154,0.896551724137931,0.8571428571428571,0.7272727272727274,0.7396002616336389
tomcat.csv,0.5945945945945946,0.2857142857142857,0.817932387714718,0.9184149184149184,0.38596491228070173,0.41217007397938277
velocity-1.6.csv,0.7777777777777778,0.6282051282051282,0.8185175751400917,0.8122270742358079,0.6950354609929079,0.6990021377678245
workflow.csv,0.47058823529411764,0.4,0.47631578947368425,0.46153846153846156,0.4324324324324324,0.4338609156373123
wspomaganiepi.csv,0.9230769230769231,1.0,0.9444444444444444,0.9444444444444444,0.9600000000000001,0.9607689228305228
xalan-2.7.csv,0.9955604883462819,0.9988864142538976,0.938803401498279,0.9944994499449945,0.9972206781545302,0.997222064726346
xerces-1.4.csv,0.9398663697104677,0.965675057208238,0.9319184081713064,0.9285714285714286,0.9525959367945823,0.9526833211189617
zuzel.csv,1.0,0.7692307692307693,0.9134615384615384,0.896551724137931,0.8695652173913044,0.8770580193070292
