lcom,ce,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,4,49,0,1,True,False,0.4735768755992944,True,1.0,True,0.9181752115993892,Voting,Voting,False,0.4871111025129828
3,0,3,0,1,False,False,0.11432745775877914,False,0.0875,False,0.10570189768525316,Voting,Voting,False,0.11389617272535943
78,8,49,0,1,False,False,0.2790503915506237,True,0.5698015873015874,False,0.490583794457833,Voting,Voting,False,0.28672027036233133
1,4,17,0,1,False,False,0.13425022099727565,False,0.0,False,0.05107384535443287,Voting,Voting,False,0.13141775885981494
253,8,23,0,1,False,False,0.4997813184664364,False,0.0,False,0.022940335616799555,Voting,Voting,False,0.4858169039108624
26,0,134,0,1,False,False,0.15080070056632658,False,0.0,False,0.07999785782979264,Voting,Voting,False,0.14760321023674897
0,5,234,1,3,True,False,0.2168599960495398,False,0.0,False,0.10158155855161326,Voting,Voting,False,0.21209922205981036
274,1,459,0,3,False,True,0.6069509080638574,False,0.1,False,0.21304674310397512,Voting,Voting,True,0.594375246819524
3,7,55,0,2,False,False,0.17221338637171568,False,0.0,False,0.08890684789416199,Voting,Voting,False,0.16886018442512774
78,8,49,0,1,False,False,0.2790503915506237,True,0.5698015873015874,False,0.490583794457833,Voting,Voting,False,0.28672027036233133
1,1,16,0,1,False,False,0.11971810091565765,False,0.0,False,0.02090986351008644,Voting,Voting,False,0.11678430683723728
8,15,364,0,8,False,True,0.7892198062442111,True,1.0,True,0.8560290383058171,Voting,Voting,True,0.791790474467351
221,5,333,3,7,False,True,0.8676342322001234,True,0.7,True,0.5754496462769314,Voting,Voting,True,0.8606095739029497
1,2,17,0,1,False,False,0.12432120987224934,False,0.0,False,0.019814926664558783,Voting,Voting,False,0.12124252686011024
126,23,771,5,9,True,True,0.6154155932562301,True,0.6,True,0.5161810045369017,Voting,Voting,True,0.6134887254545397
3,9,261,1,4,False,True,0.6193961651082439,False,0.3,False,0.4652693658464186,Voting,Voting,True,0.6132460291121455
1,4,69,0,7,False,False,0.18003347551340784,False,0.3,False,0.3643942330232148,Voting,Voting,False,0.18461428268524943
6,22,413,1,6,True,True,0.5637425735518997,False,0.1,False,0.14756140047591246,Voting,Voting,True,0.5541225533792073
0,2,1,0,1,False,False,0.12129277361126732,False,0.0,False,0.05637275652425205,Voting,Voting,False,0.11888840212256631
1,1,32,0,2,False,False,0.13191719112942582,False,0.0,False,0.04956112081983813,Voting,Voting,False,0.1290816508324477
3,7,55,0,2,False,False,0.17221338637171568,False,0.0,False,0.08890684789416199,Voting,Voting,False,0.16886018442512774
21,3,174,0,19,False,False,0.1766296349415475,False,0.1733333333333333,False,0.1607354297054986,Voting,Voting,False,0.17631667751200783
10,5,5,0,1,False,False,0.14154252940008225,False,0.0,False,0.15863803154364547,Voting,Voting,False,0.14029997342896564
0,3,78,0,3,False,False,0.1605870945442065,False,0.0,False,0.08301112628573122,Voting,Voting,False,0.15743455052700478
16,2,112,1,2,False,False,0.14832297346654005,False,0.0,False,0.1501662128150562,Voting,Voting,False,0.14653251907896117
9,0,91,5,1,False,False,0.11790499319119925,False,0.0,False,0.05387983343591985,Voting,Voting,False,0.11544641985604201
68,15,365,7,4,False,False,0.4391694860290123,False,0.2,False,0.18822980766048789,Voting,Voting,False,0.43309363641058723
1,11,243,1,4,False,False,0.30019991720507805,False,0.0,False,0.30856624430045576,Voting,Voting,False,0.2967715385259941
6,1,79,5,1,False,False,0.11688883730374705,False,0.0,False,0.0994632129213666,Voting,Voting,False,0.11528703072566465
21,1,109,1,7,False,False,0.3386864786985431,False,0.4833333333333333,False,0.4987249217619193,Voting,Voting,False,0.34323652655165166
0,0,7,0,0,False,False,0.43844644552151135,True,1.0,True,0.7462695287157713,Voting,Voting,False,0.44967405327062204
1,0,2,0,1,False,False,0.1134254667278092,False,0.0,False,0.0532366076586292,Voting,Voting,False,0.11119412768810218
91,7,54,0,1,False,False,0.21641607863897128,False,0.08,False,0.08880999035818574,Voting,Voting,False,0.21240909828153903
0,4,254,1,3,True,False,0.21947924107383252,False,0.0,False,0.09243439270483757,Voting,Voting,False,0.21478724119065368
55,5,11,0,1,False,False,0.4999444185442809,True,0.7,True,0.7238089109909874,Voting,Voting,False,0.5052662916306565
11,5,39,2,1,False,False,0.12427864741445804,False,0.1,False,0.16348088261376445,Voting,Voting,False,0.12465925440368464
78,8,49,0,1,False,False,0.2790503915506237,True,0.5698015873015874,False,0.490583794457833,Voting,Voting,False,0.28672027036233133
1,4,17,0,1,False,False,0.13425022099727565,False,0.0,False,0.05107384535443287,Voting,Voting,False,0.13141775885981494
