wmc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
6,True,False,0.3754140284289336,True,0.61,True,0.5031311356829203,RandomForest,RandomForest,True,0.61
2,True,False,0.39598944214294735,False,0.4400000000000001,False,0.4990209248745244,RandomForest,RandomForest,False,0.4400000000000001
7,False,False,0.3278599925825009,False,0.36269841269841263,False,0.4947801612126317,RandomForest,RandomForest,False,0.36269841269841263
8,True,False,0.3098519127946445,False,0.3746212121212121,False,0.4948503650826939,RandomForest,RandomForest,False,0.3746212121212121
2,True,False,0.39598944214294746,False,0.33333333333333337,False,0.4985137801991927,RandomForest,RandomForest,False,0.33333333333333337
86,True,True,0.9962213458968628,True,0.9,True,0.8349690186876029,RandomForest,RandomForest,True,0.9
1,False,False,0.4988574430407673,True,0.7916666666666666,True,0.5065505710625263,Voting,Voting,False,0.4988574430407673
10,True,False,0.22839999429257296,False,0.26,False,0.19513827399893444,RandomForest,RandomForest,False,0.26
4,True,False,0.2122847153166305,False,0.03333333333333333,False,0.02820970816063947,RandomForest,RandomForest,False,0.12280902432498192
7,False,False,0.33026026814431353,False,0.4,False,0.4935533924623858,RandomForest,RandomForest,False,0.4
7,True,False,0.2662323288414641,False,0.16215007215007216,False,0.4898035165547995,RandomForest,RandomForest,False,0.16215007215007216
4,False,False,0.3918073099404789,False,0.3583333333333333,False,0.4920177308971178,RandomForest,RandomForest,False,0.36670182748511965
6,True,False,0.3754140284289336,False,0.4833333333333333,False,0.4980793738586685,RandomForest,RandomForest,False,0.4833333333333333
14,False,False,0.30536867295989784,False,0.0,False,0.12766099046847754,RandomForest,RandomForest,False,0.0
6,False,True,0.5482079486010522,True,1.0,True,0.9988082677276036,RandomForest,RandomForest,True,1.0
7,False,False,0.3267867400819619,False,0.3011904761904762,False,0.4955721971367722,RandomForest,RandomForest,False,0.3011904761904762
5,True,False,0.20913581496217049,False,0.11666666666666665,False,0.15286579114304544,RandomForest,RandomForest,False,0.11666666666666665
14,False,False,0.28949404612121776,False,0.05555555555555556,False,0.07236470024842394,RandomForest,RandomForest,False,0.05555555555555556
4,False,False,0.3918073099404789,True,0.5345238095238096,True,0.5043997424838166,Voting,RandomForest,True,0.49884468462797693
5,False,True,0.551083559970822,False,0.445,True,0.8384855917601979,RandomForest,RandomForest,False,0.445
24,True,True,0.8835713205499194,True,0.9266666666666664,True,0.8228369740523145,RandomForest,RandomForest,True,0.9266666666666664
21,True,True,0.8385678540604641,True,0.98,True,0.8494145596273579,RandomForest,RandomForest,True,0.98
7,False,False,0.3090269520543058,False,0.2224420024420024,False,0.4962604146436239,RandomForest,RandomForest,False,0.2224420024420024
13,False,False,0.2850315388294691,False,0.06666666666666668,False,0.12912249057082892,RandomForest,RandomForest,False,0.06666666666666668
7,False,False,0.2949427955460051,False,0.23442612942612945,False,0.4952723116115945,RandomForest,RandomForest,False,0.23442612942612945
51,True,True,0.9663781039997756,True,1.0,True,0.8787355037439571,RandomForest,RandomForest,True,1.0
21,True,True,0.8385678540604641,True,1.0,True,0.8221385343464455,RandomForest,RandomForest,True,1.0
15,True,False,0.4781502361257304,False,0.3833333333333333,False,0.4972470750983199,RandomForest,RandomForest,False,0.3833333333333333
7,True,False,0.26623232884146397,False,0.24047619047619045,False,0.4872256616745317,RandomForest,RandomForest,False,0.24047619047619045
2,False,True,0.5777693544456586,True,0.9,True,0.7476307573728114,RandomForest,RandomForest,True,0.9
15,False,True,0.6751108384673042,True,1.0,True,0.8126017811568219,RandomForest,RandomForest,True,1.0
9,False,True,0.5590881477248995,True,0.975,True,0.975869469852306,RandomForest,RandomForest,True,0.975
10,False,True,0.5632645699365121,True,0.925,True,0.9217132035655672,RandomForest,RandomForest,True,0.925
17,False,True,0.7684071787652809,True,1.0,True,0.8176857494465476,RandomForest,Voting,True,0.8263053840739607
9,True,False,0.2205105633477913,False,0.4166666666666666,False,0.2867263236741727,RandomForest,RandomForest,False,0.4166666666666666
17,True,True,0.5408303006211268,False,0.37666666666666665,False,0.4955448346151625,Voting,Voting,True,0.4997893921325118
15,True,False,0.4781502361257304,False,0.2,False,0.4970761048648283,RandomForest,RandomForest,False,0.2
17,True,True,0.5408303006211268,False,0.4833333333333333,False,0.4992903405206554,Voting,Voting,True,0.5264560587991785
16,False,True,0.6126825121099695,True,0.7261904761904763,True,0.5102433826187094,RandomForest,RandomForest,True,0.7261904761904763
