noc,cbo,rfc,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
0,8,65,16,True,True,0.9526450669345649,True,1.0,True,0.9999975968970828,RandomForest,RandomForest,True,1.0
0,2,7,2,False,False,0.3291592577305593,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
1,12,57,27,False,True,0.6445777574837909,True,0.8,True,0.9999999999999998,RandomForest,RandomForest,True,0.8
0,0,13,9,False,False,0.4195281747358801,False,0.2,False,0.10000000000000002,RandomForest,RandomForest,False,0.2
0,3,18,1,False,True,0.7466730433312739,False,0.0,False,0.2,RandomForest,RandomForest,False,0.0
0,8,82,14,True,True,0.9881257625883008,True,1.0,True,0.9999999999999998,RandomForest,RandomForest,True,1.0
0,10,33,25,True,True,0.7764724702467598,True,0.7,False,0.5,RandomForest,RandomForest,True,0.7
0,5,59,13,True,True,0.9559342145775048,True,0.8,True,0.9999999950329462,RandomForest,RandomForest,True,0.8
0,4,18,5,True,False,0.38519412769911615,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
0,5,40,5,True,True,0.8626959946740947,True,0.9,True,0.8571428571428571,RandomForest,RandomForest,True,0.9
0,0,31,3,False,True,0.9043894000857758,True,0.7,True,0.60435607626104,RandomForest,RandomForest,True,0.7
0,5,13,6,False,False,0.42987267403206497,False,0.4,False,0.22986556301596586,RandomForest,RandomForest,False,0.4
0,16,92,59,True,True,0.6569536112306706,True,1.0,True,0.75,RandomForest,RandomForest,True,1.0
1,5,28,8,False,False,0.4449027261939377,True,0.6,False,0.42985749156499103,RandomForest,RandomForest,True,0.6
0,7,49,36,True,True,0.9026842236623359,True,1.0,True,0.9999999999999998,RandomForest,RandomForest,True,1.0
0,4,10,4,False,True,0.7587144317906183,False,0.0,False,0.10000000000000002,RandomForest,RandomForest,False,0.0
0,5,33,5,True,True,0.8473104844756235,True,0.9,True,0.7,RandomForest,RandomForest,True,0.9
0,8,53,5,True,True,0.9239021828108602,True,0.8,True,0.8,RandomForest,RandomForest,True,0.8
0,9,87,44,True,True,0.9843281275893112,True,0.9,True,0.8,RandomForest,RandomForest,True,0.9
0,10,57,14,True,True,0.9298828848604952,True,0.9,True,0.8999999999999999,RandomForest,RandomForest,True,0.9
