moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
2,False,True,0.5079537981725163,True,0.8021428571428573,True,0.5082898362234385,RandomForest
0,False,False,0.15609437306745785,False,0.1195998445998446,False,0.4877667694557392,RandomForest
1,True,True,0.5034911375493415,True,0.828989898989899,True,0.997859736923998,RandomForest
0,False,False,0.15609437306745785,False,0.10061044294393552,False,0.4887323194871476,RandomForest
0,False,False,0.15609437306745785,False,0.09112581459269224,False,0.4882957851661465,RandomForest
0,False,False,0.15609437306745785,False,0.11362923301003798,False,0.4884444009472122,RandomForest
0,False,False,0.15609437306745785,False,0.09858080677945144,False,0.4887902184435181,RandomForest
0,False,False,0.15609437306745785,False,0.10836044921361453,False,0.4880726856461126,RandomForest
0,False,False,0.15609437306745785,False,0.10786235902089558,False,0.4890479931365215,RandomForest
0,True,False,0.12911562043452518,False,0.08499783787846019,False,0.4868901471235161,RandomForest
2,True,False,0.3598224615767149,True,0.6488095238095237,True,0.5008196395903419,RandomForest
0,False,False,0.15609437306745785,False,0.08088272483009325,False,0.4884854228187537,RandomForest
0,False,False,0.15609437306745785,False,0.10479177959280654,False,0.48830617302854096,RandomForest
0,False,False,0.15609437306745785,False,0.0797489464093936,False,0.4887616798893428,RandomForest
0,False,False,0.15609437306745785,False,0.09781270805938737,False,0.4882117455624351,RandomForest
2,True,False,0.3598224615767149,False,0.4416666666666666,True,0.5006817271095662,AdaBoost
0,True,False,0.12911562043452518,False,0.08673696436212483,False,0.4882340887846445,RandomForest
1,True,True,0.5034911375493415,True,0.9075,True,0.9994579024255,RandomForest
0,False,False,0.15609437306745785,False,0.08189749122133212,False,0.486942301836877,RandomForest
0,False,False,0.15609437306745785,False,0.06414806264561466,False,0.4885872458629944,RandomForest
0,True,False,0.12911562043452532,False,0.08136512354278125,False,0.4869472863307909,RandomForest
6,False,True,0.86484286081768,True,0.5216666666666666,True,0.5025117260256635,RandomForest
0,False,False,0.15609437306745785,False,0.0722893593914133,False,0.488911025819003,RandomForest
0,False,False,0.15609437306745785,False,0.11718151234742273,False,0.4883796735820362,RandomForest
0,False,False,0.15609437306745785,False,0.09986899065846436,False,0.4886577987728162,RandomForest
2,False,True,0.5079537981725163,True,0.8016666666666665,True,0.5115960761953544,RandomForest
2,True,False,0.3598224615767148,True,0.5416666666666666,False,0.4989165350398811,RandomForest
0,False,False,0.15609437306745785,False,0.12772462206828014,False,0.488737041075642,RandomForest
0,False,False,0.15609437306745785,False,0.121101267548636,False,0.4883853701472275,RandomForest
0,False,False,0.15609437306745785,False,0.1068442237077488,False,0.4880001798851452,RandomForest
0,False,False,0.15609437306745785,False,0.13225813765235206,False,0.4893516356337887,RandomForest
0,False,False,0.15609437306745785,False,0.160996350141087,False,0.4884816708141648,RandomForest
0,False,False,0.15609437306745785,False,0.09286149746355138,False,0.48824461984416095,RandomForest
0,False,False,0.15609437306745785,False,0.086297137677112,False,0.4883192499745783,RandomForest
0,False,False,0.15609437306745785,False,0.12441648994280576,False,0.4883638796824866,RandomForest
0,False,False,0.15609437306745785,False,0.07726491017739225,False,0.4876131501852157,RandomForest
0,False,False,0.15609437306745785,False,0.08474874574629779,False,0.4880592327901531,RandomForest
0,False,False,0.15609437306745785,False,0.07384942970308825,False,0.4885484059474908,RandomForest
0,False,False,0.15609437306745785,False,0.08023527617968912,False,0.4882147400192052,RandomForest
0,False,False,0.15609437306745785,False,0.0889062134165427,False,0.48895002528533704,RandomForest
0,False,False,0.15609437306745785,False,0.10224634571725356,False,0.4889136560084227,RandomForest
0,False,False,0.15609437306745785,False,0.0857397176909372,False,0.4896889493093494,RandomForest
0,False,False,0.15609437306745785,False,0.12183977207725602,False,0.4884707916280063,RandomForest
0,False,False,0.15609437306745785,False,0.09674020695746524,False,0.4887689877218471,RandomForest
0,False,False,0.15609437306745785,False,0.09260969737605926,False,0.48785937846981,RandomForest
1,True,True,0.5034911375493415,True,0.8219512195121951,True,0.9986550742723452,RandomForest
0,True,False,0.12911562043452532,False,0.09874818113757422,False,0.4869657320126643,RandomForest
0,False,False,0.15609437306745785,False,0.12138237631264225,False,0.48881083083761,RandomForest
0,False,False,0.15609437306745785,False,0.10491900482914604,False,0.4878517726988639,RandomForest
