wmc,rfc,lcom,ca,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
3,13,3,0,1,False,False,0.056636199865043375,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.056636199865043375
4,15,0,24,2,False,False,0.03975308895271524,False,0.1,False,0.10000000000000002,Voting,Voting,False,0.03975308895271524
7,25,21,1,1,True,False,0.1380682341375463,False,0.0,False,0.2,Voting,Voting,False,0.1380682341375463
5,29,4,1,1,False,False,0.068435436750397,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.068435436750397
9,73,12,4,17,True,True,0.6036048810154956,True,0.8,True,0.6493488003205541,Voting,Voting,True,0.6036048810154956
6,43,11,2,1,False,False,0.10584097445947306,False,0.1,False,0.29999999999999993,Voting,Voting,False,0.10584097445947306
4,25,6,1,1,False,False,0.06181563579573238,False,0.0,False,0.10000000000000002,Voting,Voting,False,0.06181563579573238
4,26,0,1,1,False,False,0.044036937893000776,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.044036937893000776
16,93,72,2,1,True,True,0.6642635947070928,False,0.4,True,0.7,Voting,Voting,True,0.6310902930179368
2,3,1,1,2,False,False,0.05654930485728454,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.05654930485728454
3,23,0,1,1,False,False,0.037322512432429934,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.037322512432429934
3,21,3,1,1,False,False,0.053202067442401565,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.053202067442401565
5,24,10,2,1,False,False,0.08597167360820808,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.08597167360820808
11,18,53,16,2,False,True,0.6849835019871707,True,0.8,True,0.8,Voting,Voting,True,0.718529980574246
4,20,4,16,2,False,False,0.05843680549497015,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.05843680549497015
9,30,36,3,1,False,True,0.7844922125510627,False,0.5,True,0.9999999999999998,RandomForest,Voting,True,0.7769760787062652
3,12,0,1,1,False,False,0.04667682786862395,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.04667682786862395
5,38,0,2,7,False,True,0.5910475989694829,False,0.3,False,2.2204460492503185e-16,Voting,Voting,True,0.5910475989694829
14,44,29,5,3,True,True,0.9044673823201236,True,1.0,True,0.75,Voting,Voting,True,0.9044673823201236
2,10,1,1,1,False,False,0.039268853504198786,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.039268853504198786
5,69,0,1,2,False,False,0.4054252668682798,False,0.0,False,0.10000000000000002,Voting,Voting,False,0.4054252668682798
32,44,264,9,1,True,True,0.9999999999954025,True,0.8,True,0.9999999950329462,Voting,Voting,True,0.9719999992682192
14,29,21,5,2,False,True,0.8202369211752393,True,0.9,True,0.6000000000000001,Voting,Voting,True,0.8202369211752393
3,23,0,1,2,False,False,0.0572468405282591,False,0.0,False,1.3250176703571457e-07,Voting,Voting,False,0.0572468405282591
3,23,0,1,1,False,False,0.03981610398905429,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.03981610398905429
10,15,39,7,1,True,False,0.3343834401824793,False,0.2,False,0.10000000000000002,Voting,Voting,False,0.2809735223897875
3,29,0,1,1,False,False,0.048666911024950715,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.048666911024950715
3,11,3,2,1,False,False,0.054532037618086136,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.054532037618086136
6,11,15,6,5,True,False,0.1366997476399449,False,0.1,False,0.2,Voting,Voting,False,0.1366997476399449
6,7,3,1,1,False,False,0.05880926793308916,False,0.1,False,2.2204460492503185e-16,Voting,Voting,False,0.05880926793308916
6,22,15,2,1,False,False,0.4502943674228936,False,0.4,True,0.8999999999999999,Voting,Voting,False,0.4502943674228936
2,3,1,1,1,False,False,0.04572159683632352,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.04572159683632352
12,53,12,7,3,True,True,0.6054317009578051,True,0.8,True,0.8,Voting,Voting,True,0.6054317009578051
2,5,1,0,1,False,False,0.051713481272429744,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.051713481272429744
7,20,9,5,2,False,False,0.0908505192601744,False,0.4,False,0.2,Voting,Voting,False,0.0908505192601744
3,15,1,2,1,False,False,0.04666968660631501,False,0.0,False,4.967053706610929e-09,Voting,Voting,False,0.04666968660631501
1,2,0,5,0,False,False,0.02565045807306605,False,0.1,False,0.29999999999999993,Voting,Voting,False,0.02565045807306605
11,20,29,2,1,False,False,0.3652382535757031,False,0.5,False,0.5,Voting,Voting,False,0.3652382535757031
14,118,77,5,4,True,True,0.9991996413812392,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9994304564136158
6,52,7,2,2,False,False,0.11777119057358065,False,0.2,False,0.2,Voting,Voting,False,0.11777119057358065
9,12,30,2,1,False,True,0.5525227651450652,True,0.9,False,0.5,AdaBoost,Voting,True,0.5946591179607608
5,19,10,1,1,False,False,0.09600745317620857,False,0.1,False,2.2204460492503185e-16,Voting,Voting,False,0.09600745317620857
4,28,6,1,1,False,False,0.07085994860125643,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.07085994860125643
2,7,1,1,1,False,False,0.05007212591443153,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.05007212591443153
11,37,7,1,7,False,True,0.6386574209947559,False,0.1,False,0.4000000000000001,Voting,Voting,True,0.6386574209947559
