dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
3,0,7,0,1,4,0.36,1,2,7.4,0.6,False,False,0.3745780646865326,False,0.3,False,0.4594773799411477,AdaBoost,Voting,False,0.3745780646865326
1,0,3,4,1,3,0.5,0,0,3.0,0.5,False,False,0.044209745844745116,False,0.1,False,0.20719514349364124,AdaBoost,AdaBoost,False,0.20719514349364124
4,0,26,144,2,13,0.197368421,4,5,20.3,1.0,False,False,0.020240431984902555,False,0.0,False,0.4074611054098181,AdaBoost,AdaBoost,False,0.4074611054098181
2,0,8,3,2,2,0.666666667,1,3,54.0,5.3333,True,False,0.4663709757929678,False,0.3,True,0.5070283247448472,AdaBoost,AdaBoost,True,0.5070283247448472
1,0,25,22,22,6,0.25,0,0,20.875,0.75,True,False,0.4182255502479579,False,0.2,False,0.4597914757730886,AdaBoost,AdaBoost,False,0.4597914757730886
1,0,6,3,5,3,1.0,0,0,0.0,1.0,False,False,0.03664557960621775,False,0.13333333333333333,False,0.2131883266567195,AdaBoost,AdaBoost,False,0.2131883266567195
1,0,0,0,0,0,1.0,0,0,3.0,0.0,False,False,0.0211929133220562,False,0.0,False,0.08989008545766458,AdaBoost,AdaBoost,False,0.08989008545766458
1,0,9,15,2,6,0.333333333,0,0,6.666666667,1.3333,True,False,0.0718585360537397,False,0.3,False,0.205892932563208,AdaBoost,AdaBoost,False,0.205892932563208
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.05244540653357449,False,0.0,False,0.04608126097702821,AdaBoost,AdaBoost,False,0.04608126097702821
1,0,7,6,0,3,0.375,0,0,4.5,0.75,False,False,0.04990485608039905,False,0.0,False,0.06343756255159133,AdaBoost,AdaBoost,False,0.06343756255159133
1,0,11,45,1,9,0.15,0,0,4.2,0.9,True,False,0.07089324267309212,False,0.0,False,0.12449908950022373,AdaBoost,AdaBoost,False,0.12449908950022373
3,0,10,25,3,7,0.3,2,3,15.4,0.9,False,False,0.03701573627397045,False,0.2,False,0.40248270896369903,AdaBoost,AdaBoost,False,0.40248270896369903
2,0,13,201,2,21,0.17676767699999998,1,1,10.13043478,0.8696,False,False,0.07819068953434538,False,0.3,False,0.27429484427382783,AdaBoost,AdaBoost,False,0.27429484427382783
4,0,18,22,4,7,0.3125,0,0,16.5,0.75,False,False,0.09296931321640456,False,0.2,False,0.44638179100595854,AdaBoost,AdaBoost,False,0.44638179100595854
3,0,3,6,0,8,0.4166666670000001,1,2,7.888888888999999,0.8889,True,False,0.05119944022251683,False,0.1,False,0.3187243438458145,AdaBoost,AdaBoost,False,0.3187243438458145
1,2,8,3,2,2,0.533333333,0,0,31.0,1.6667,False,False,0.08075408435672675,False,0.2,False,0.4499008708789015,AdaBoost,AdaBoost,False,0.4499008708789015
4,0,6,5,1,8,0.25,2,2,15.4,1.1,True,False,0.0641478293603736,False,0.1,False,0.3584032622324376,AdaBoost,Voting,False,0.0641478293603736
2,0,7,26,0,1,0.390625,1,1,50.75,3.625,False,False,0.289087342979272,False,0.0,False,0.3037152623158709,AdaBoost,Voting,False,0.289087342979272
1,0,17,6,11,4,0.45,0,0,12.25,2.0,False,False,0.0935462804845934,True,0.8,False,0.4830413487134597,AdaBoost,AdaBoost,False,0.4830413487134597
1,0,3,1,3,2,0.666666667,0,0,7.5,1.0,False,False,0.04860754466963641,False,0.0,False,0.4090481037282344,AdaBoost,AdaBoost,False,0.4090481037282344
1,0,6,61,2,14,0.297619048,0,0,4.428571429,0.9286,False,False,0.07971328628680548,False,0.0,False,0.208006535358204,AdaBoost,AdaBoost,False,0.208006535358204
1,0,8,62,2,11,0.229166667,0,0,10.1875,1.3125,False,False,0.08827311902240341,False,0.5,False,0.4909689342419757,AdaBoost,AdaBoost,False,0.4909689342419757
4,17,66,6,66,4,0.666666667,0,0,4.0,0.0,False,True,0.5812176284658599,False,0.3,False,0.2344811001849057,AdaBoost,Voting,True,0.5812176284658599
1,0,4,1,2,6,0.5,0,0,7.0,1.1667,False,False,0.06364153559050455,False,0.3,False,0.4657365037757994,AdaBoost,AdaBoost,False,0.4657365037757994
1,0,3,3,1,3,0.666666667,0,0,41.33333333,4.6667,False,True,0.5007143765103182,False,0.4,False,0.337806368602112,AdaBoost,AdaBoost,False,0.337806368602112
2,0,11,25,3,8,0.25,0,0,5.363636364,0.7273,True,False,0.4086106496549641,False,0.4,False,0.3251107661682057,AdaBoost,AdaBoost,False,0.3251107661682057
1,0,2,1,1,2,1.0,0,0,0.0,1.0,False,False,0.03415058633977722,False,0.05,False,0.1369368219702708,AdaBoost,AdaBoost,False,0.1369368219702708
3,0,2,1,1,3,0.666666667,0,0,3.666666667,0.6667,True,False,0.22702014443406204,False,0.33333333333333337,False,0.4983962780303854,AdaBoost,AdaBoost,False,0.36270821123222374
2,0,6,3,2,3,0.5555555560000001,0,0,2.333333333,0.6667,True,False,0.05306685729068802,False,0.1,False,0.340819086826956,AdaBoost,AdaBoost,False,0.340819086826956
1,0,6,10,3,4,0.45,0,0,11.0,1.6,False,False,0.408398357167977,False,0.2,False,0.38473205002638217,AdaBoost,AdaBoost,False,0.38473205002638217
1,0,17,528,11,33,0.387205387,0,0,0.0,1.0,True,False,0.2788951043935,False,0.2,False,0.3893998818948859,AdaBoost,AdaBoost,False,0.3893998818948859
1,0,5,3,2,3,0.7777777779999999,0,0,0.0,1.0,False,False,0.04190602313676186,False,0.13333333333333333,False,0.1081419138156211,AdaBoost,AdaBoost,False,0.1081419138156211
1,0,32,0,3,3,0.4166666670000001,0,0,27.42857143,0.7143,False,False,0.037892184482668304,False,0.2,False,0.35015145743630355,AdaBoost,AdaBoost,False,0.35015145743630355
2,0,13,0,1,3,0.371428571,1,1,35.25,0.875,True,False,0.042960522014685455,False,0.0,False,0.0919559653264925,AdaBoost,AdaBoost,False,0.0919559653264925
1,0,5,3,0,3,0.533333333,0,0,5.333333333,0.6667,False,False,0.04351801084038908,False,0.0,False,0.14227478496880938,AdaBoost,AdaBoost,False,0.14227478496880938
3,0,14,7,1,5,0.25,0,0,36.63636364,1.8182,False,False,0.11681231376063887,False,0.1,False,0.4140915190649136,AdaBoost,AdaBoost,False,0.4140915190649136
4,0,5,1,2,1,0.666666667,1,1,11.0,0.5,True,False,0.04429558923047716,False,0.0,False,0.27363671295522063,AdaBoost,AdaBoost,False,0.27363671295522063
1,0,9,0,4,1,1.0,0,0,0.0,1.0,False,False,0.032044945850320555,False,0.0,False,0.06834486384023575,AdaBoost,AdaBoost,False,0.06834486384023575
1,0,4,0,1,4,0.583333333,0,0,8.5,0.75,True,False,0.04653129320971292,False,0.2,False,0.2211756893450332,AdaBoost,AdaBoost,False,0.2211756893450332
3,13,22,30,15,10,0.226190476,1,3,8.333333332999999,0.8333,False,True,0.8164509644273613,False,0.4,True,0.5352001105874407,RandomForest,AdaBoost,True,0.5352001105874407
3,0,21,59,9,13,0.261538462,1,3,13.64285714,1.1429,False,False,0.3908215138745383,False,0.2,False,0.4255496633587417,AdaBoost,AdaBoost,False,0.4255496633587417
4,8,13,0,11,3,0.625,0,0,8.25,0.5,True,False,0.46974072233840203,False,0.2,False,0.2813298392683524,AdaBoost,AdaBoost,False,0.2813298392683524
4,0,8,3,0,1,0.666666667,2,2,15.33333333,0.6667,False,False,0.02912745586824175,False,0.0,False,0.1370225264169858,AdaBoost,AdaBoost,False,0.1370225264169858
1,0,7,0,7,1,1.0,0,0,0.0,1.0,False,False,0.03606641422283618,False,0.3,False,0.2080118120044452,AdaBoost,AdaBoost,False,0.2080118120044452
1,1,3,0,1,1,0.75,1,1,20.0,1.0,False,False,0.3652476107446581,False,0.1,False,0.3288504828408137,AdaBoost,AdaBoost,False,0.3288504828408137
0,0,21,9,2,3,0.457142857,0,0,50.33333333,1.6667,False,False,0.05074673173366275,False,0.2,False,0.15817310958326855,AdaBoost,AdaBoost,False,0.15817310958326855
1,0,2,0,1,1,1.0,0,0,6.0,0.0,False,False,0.021798793891548842,False,0.1,False,0.15824811043878328,AdaBoost,AdaBoost,False,0.15824811043878328
2,0,8,15,2,7,0.35714285700000004,1,20,5.0,0.8571,False,False,0.0007622564531928632,False,0.0,False,0.059670517705712287,AdaBoost,AdaBoost,False,0.059670517705712287
