lcom,ce,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,4,49,0,1,True,False,0.3573029691981209,False,0.5,True,0.7454866022140236,AdaBoost,Voting,False,0.35996176120507906
3,0,3,0,1,False,False,0.02021441685165629,False,0.03333333333333333,False,0.012751192955715834,Voting,Voting,False,0.020163298879766284
78,8,49,0,1,False,False,0.10222521366697968,False,0.1253968253968254,False,0.4904838980828717,Voting,Voting,False,0.10488451972462276
1,4,17,0,1,False,False,0.022932627206399832,False,0.0,False,0.10023849435698584,Voting,Voting,False,0.02346211944715727
253,8,23,0,1,False,False,0.13131953220434464,False,0.0,False,0.022548338038707996,Voting,Voting,False,0.13057452402512795
26,0,134,0,1,False,False,0.026317294419692768,False,0.0,False,0.01950824052696875,Voting,Voting,False,0.02627065706426315
0,5,234,1,3,True,False,0.03694387479008576,False,0.0,False,0.07718098065264713,Voting,Voting,False,0.03721947140558276
274,1,459,0,3,False,False,0.3723751876707285,False,0.0,False,0.1606381050442592,Voting,Voting,False,0.3709249336801363
3,7,55,0,2,False,False,0.02810483451236121,False,0.0,False,0.03473383279338325,Voting,Voting,False,0.02815023861017643
78,8,49,0,1,False,False,0.10222521366697968,False,0.1253968253968254,False,0.4904838980828717,Voting,Voting,False,0.10488451972462276
1,1,16,0,1,False,False,0.02099048592127056,False,0.0,False,0.048638629451285866,Voting,Voting,False,0.021179856767366556
8,15,364,0,8,False,False,0.4388059463453397,True,0.7,True,0.7315855636106976,Voting,Voting,False,0.44081128618962295
221,5,333,3,7,False,True,0.6037531995123694,True,0.6,False,0.4750423935836132,AdaBoost,Voting,True,0.6028716186498436
1,2,17,0,1,False,False,0.0216100063852793,False,0.0,False,0.08292724333601763,Voting,Voting,False,0.022029987460284353
126,23,771,5,9,True,False,0.447530921185233,False,0.2,False,0.3304377619903273,Voting,Voting,False,0.44672891324554187
3,9,261,1,4,False,False,0.38246604404052303,False,0.3,False,0.35995048560766635,Voting,Voting,False,0.38231182788687335
1,4,69,0,7,False,False,0.0296305250478702,False,0.025,False,0.2784155729102229,Voting,Voting,False,0.0313345322250096
6,22,413,1,6,True,False,0.2649637430483482,False,0.0,False,0.16721622614645473,Voting,Voting,False,0.2642942395079243
0,2,1,0,1,False,False,0.021090450379312918,False,0.0,False,0.01609478425509609,Voting,Voting,False,0.02105623348805116
1,1,32,0,2,False,False,0.022481054497862283,False,0.0,False,0.05854737488246934,Voting,Voting,False,0.02272808408953767
3,7,55,0,2,False,False,0.02810483451236121,False,0.0,False,0.03473383279338325,Voting,Voting,False,0.02815023861017643
21,3,174,0,19,False,False,0.03429736298913006,False,0.05,False,0.10819975741113806,Voting,Voting,False,0.03480354377284245
10,5,5,0,1,False,False,0.023936868592441363,False,0.0,False,0.15731704862043422,Voting,Voting,False,0.024850431469345423
0,3,78,0,3,False,False,0.026434058628180518,False,0.0,False,0.02009052202009701,Voting,Voting,False,0.026390609747303232
16,2,112,1,2,False,False,0.026628339951815568,False,0.0,False,0.037060882137378376,Voting,Voting,False,0.026699795720209835
9,0,91,5,1,False,False,0.030004227675290582,False,0.0,False,0.048908992651525166,Voting,Voting,False,0.030133712366908625
68,15,365,7,4,False,False,0.3193965242256676,False,0.25,False,0.2277817404415064,Voting,Voting,False,0.31876902570659804
1,11,243,1,4,False,False,0.0518147428967775,False,0.125,False,0.2584172631952928,Voting,Voting,False,0.053229828652246784
6,1,79,5,1,False,False,0.029578171792537463,False,0.0,False,0.07387910222306751,Voting,Voting,False,0.02988160282288356
21,1,109,1,7,False,False,0.19714998619968468,True,0.5883333333333334,False,0.4975550163969074,Voting,Voting,False,0.19920755489966566
0,0,7,0,0,False,False,0.019212703694161733,False,0.0,False,0.11310185510207445,Voting,Voting,False,0.019855780073667985
1,0,2,0,1,False,False,0.020067550677991576,False,0.0,False,0.013529269416739249,Voting,Voting,False,0.020022767929626834
91,7,54,0,1,False,False,0.03639428922288083,False,0.0,False,0.01104958327267986,Voting,Voting,False,0.03622069534650959
0,4,254,1,3,True,False,0.037499251021502776,False,0.0,False,0.045923391371135706,Voting,Voting,False,0.03755695061293862
55,5,11,0,1,False,False,0.3613631032528261,True,0.8,True,0.7451204698285739,Voting,Voting,False,0.36399157836635865
11,5,39,2,1,False,False,0.1909398515145232,False,0.25,False,0.2708292168461921,Voting,Voting,False,0.19148703894830174
78,8,49,0,1,False,False,0.10222521366697968,False,0.1253968253968254,False,0.4904838980828717,Voting,Voting,False,0.10488451972462276
1,4,17,0,1,False,False,0.022932627206399832,False,0.0,False,0.10023849435698584,Voting,Voting,False,0.02346211944715727
16,15,354,5,4,False,False,0.19930114091581808,False,0.0,False,0.15213141891569396,Voting,Voting,False,0.198978060628146
1,4,17,0,1,False,False,0.022932627206399832,False,0.0,False,0.10023849435698584,Voting,Voting,False,0.02346211944715727
10,16,495,3,3,False,True,0.5717182776961344,False,0.5,True,0.7268597563121713,RandomForest,Voting,True,0.5727808905633676
1,0,45,0,4,False,False,0.024309300729332368,False,0.0,False,0.09541777073441944,Voting,Voting,False,0.024796345044435703
182,31,495,4,2,False,False,0.4460269226532188,False,0.2,False,0.12407637024919364,Voting,Voting,False,0.4438217818833282
8,0,26,0,1,False,False,0.02116876094169656,False,0.0,False,0.012419777603046193,Voting,Voting,False,0.021108836398281143
0,14,402,0,17,False,False,0.060334288988456025,False,0.06666666666666668,False,0.15515451449771409,Voting,Voting,False,0.060983742587834504
1,4,29,0,1,False,False,0.023310336948201543,False,0.1,False,0.237469148567254,Voting,Voting,False,0.024777178123674505
1,3,26,1,0,False,False,0.02087102401819685,False,0.0,False,0.08591700875698388,Voting,Voting,False,0.021316544461613195
78,8,49,0,1,False,False,0.10222521366697968,False,0.1253968253968254,False,0.4904838980828717,Voting,Voting,False,0.10488451972462276
