rfc,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
49,0,True,True,0.9983759259001298,True,1.0,True,0.9115959750286098,Voting,Voting,True,0.9983759259001298
1,1,True,True,0.8234153150859379,True,1.0,True,0.9977232835120264,Voting,Voting,True,0.8234153150859379
12,7,True,True,0.9999998693517794,True,1.0,True,0.979430330014428,Voting,Voting,True,0.9999998693517794
16,3,True,True,0.999833524816292,True,1.0,True,0.979430330014428,Voting,Voting,True,0.999833524816292
6,3,True,True,0.9995740762400116,True,1.0,True,0.9596487901394396,Voting,Voting,True,0.9995740762400116
46,3,True,True,0.9999910289851628,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999910289851628
46,5,True,True,0.9999997667386464,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999997667386464
76,31,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
125,10,True,True,0.9999999999999796,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999999999796
61,26,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
7,3,True,True,0.9996034718208912,True,1.0,True,0.9393263985452818,Voting,Voting,True,0.9996034718208912
5,3,True,True,0.9995440593789376,True,1.0,True,0.943534864507148,Voting,Voting,True,0.9995440593789376
60,5,True,True,0.9999999341054928,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999341054928
26,14,True,True,0.9999999999998956,True,1.0,True,0.8673254667902233,Voting,Voting,True,0.9999999999998956
29,11,True,True,0.9999999999809696,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999999809696
28,7,True,True,0.9999999691906776,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999691906776
2,1,True,True,0.8044879957046431,True,0.9859083352687356,True,0.5229891840205926,Voting,Voting,True,0.8044879957046431
7,3,True,True,0.9996034718208912,True,1.0,True,0.9393263985452818,Voting,Voting,True,0.9996034718208912
22,3,True,True,0.9999159544723416,True,1.0,True,0.979430330014428,Voting,Voting,True,0.9999159544723416
48,7,True,True,0.9999999949370304,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999949370304
15,3,True,True,0.9998134318007548,True,1.0,True,0.979430330014428,Voting,Voting,True,0.9998134318007548
3,2,True,True,0.9797022249225398,True,1.0,True,0.9092065285587032,Voting,Voting,True,0.9797022249225398
79,7,True,True,0.99999999969184,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.99999999969184
24,2,True,True,0.9990000494570478,True,1.0,True,0.9322710376436579,Voting,Voting,True,0.9990000494570478
59,9,True,True,0.9999999999512422,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999999512422
72,19,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
79,13,True,True,0.9999999999999948,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999999999948
22,5,True,True,0.999997963086068,True,1.0,True,0.979430330014428,Voting,Voting,True,0.999997963086068
4,2,True,True,0.9789298322379438,True,1.0,True,0.9297016770847536,Voting,Voting,True,0.9789298322379438
5,0,False,False,0.3753189268561576,False,0.1,False,0.15643027106284274,Voting,Voting,False,0.3753189268561576
428,130,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
19,13,True,True,0.9999999999987792,True,1.0,True,0.979430330014428,Voting,Voting,True,0.9999999999987792
49,0,True,True,0.9983759259001298,True,1.0,True,0.9115959750286098,Voting,Voting,True,0.9983759259001298
47,22,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
21,7,True,True,0.9999999420332422,True,1.0,True,0.979430330014428,Voting,Voting,True,0.9999999420332422
20,9,True,True,0.999999998350384,True,1.0,True,0.979430330014428,Voting,Voting,True,0.999999998350384
66,5,True,True,0.9999999616675838,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999616675838
44,17,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
4,2,True,True,0.9789298322379438,True,1.0,True,0.9297016770847536,Voting,Voting,True,0.9789298322379438
7,2,True,True,0.9787541972660976,True,1.0,True,0.8980304925572276,Voting,Voting,True,0.9787541972660976
21,1,True,True,0.9656208542824296,True,1.0,True,0.9987969254476856,Voting,Voting,True,0.9656208542824296
38,5,True,True,0.9999995196550716,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999995196550716
51,27,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
31,0,True,True,0.9912111565253312,True,0.7,True,0.8100877294814746,Voting,Voting,True,0.9912111565253312
83,23,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
6,4,True,True,0.999946403643832,True,1.0,True,0.9596487901394396,Voting,Voting,True,0.999946403643832
36,14,True,True,0.9999999999999576,True,1.0,True,0.9707029109493056,Voting,Voting,True,0.9999999999999576
2,1,True,True,0.8044879957046431,True,0.9859083352687356,True,0.5229891840205926,Voting,Voting,True,0.8044879957046431
21,11,True,True,0.9999999999608116,True,1.0,True,0.979430330014428,Voting,Voting,True,0.9999999999608116
15,3,True,True,0.9998134318007548,True,1.0,True,0.979430330014428,Voting,Voting,True,0.9998134318007548
3,2,True,True,0.9797022249225398,True,1.0,True,0.9092065285587032,Voting,Voting,True,0.9797022249225398
51,23,True,True,1.0,True,1.0,True,0.9707029109493056,Voting,Voting,True,1.0
1,1,True,True,0.8234153150859379,True,1.0,True,0.9977232835120264,Voting,Voting,True,0.8234153150859379
4,4,True,True,0.9999358071508108,True,1.0,True,0.9496427800096232,Voting,Voting,True,0.9999358071508108
8,4,True,True,0.9999552528559336,True,1.0,True,0.9331776031705272,Voting,Voting,True,0.9999552528559336
1,1,True,True,0.8234153150859379,True,1.0,True,0.9977232835120264,Voting,Voting,True,0.8234153150859379
13,1,True,True,0.8547525457146016,True,1.0,True,0.9987969254476856,Voting,Voting,True,0.8547525457146016
