max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,False,False,0.0903869651511763,False,0.10840992198958092,False,0.489999081193665,Voting,Voting,False,0.0903869651511763
1,False,False,0.0903869651511763,False,0.11307934304257836,False,0.4886138780939171,Voting,Voting,False,0.0903869651511763
14,True,True,0.8986305510326905,True,0.9,True,0.8172098679532671,Voting,Voting,True,0.8986305510326905
2,False,False,0.05787195660575335,False,0.0,False,0.03761841266238582,Voting,Voting,False,0.05787195660575335
1,False,False,0.0903869651511763,False,0.13894694407719285,False,0.4900039376757103,Voting,Voting,False,0.0903869651511763
2,False,False,0.05787195660575335,False,0.0,False,0.05922528749225268,Voting,Voting,False,0.05787195660575335
6,False,False,0.4216657647584574,False,0.0,False,0.1806261280500972,Voting,Voting,False,0.4216657647584574
1,False,False,0.09038696515117632,False,0.1450127228191744,False,0.4886592176603163,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.1390335227944378,False,0.4901630711534468,Voting,Voting,False,0.09038696515117632
2,False,False,0.05787195660575335,False,0.0,False,0.0559825151629202,Voting,Voting,False,0.05787195660575335
1,False,False,0.09038696515117632,False,0.1280277431948655,False,0.4892304912990181,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.14435990719758346,False,0.4899759883358381,Voting,Voting,False,0.09038696515117632
2,False,False,0.05787195660575335,False,0.0,False,0.040144922178574606,Voting,Voting,False,0.05787195660575335
1,False,False,0.09038696515117632,False,0.13653320776092426,False,0.4882243337861794,Voting,Voting,False,0.09038696515117632
3,False,False,0.14178060149554375,False,0.15694444444444444,False,0.4849080508767389,Voting,Voting,False,0.14178060149554375
1,False,False,0.09038696515117632,False,0.14485282484791745,False,0.489290091807231,Voting,Voting,False,0.09038696515117632
2,False,False,0.05787195660575335,False,0.0,False,0.07019626430426093,Voting,Voting,False,0.05787195660575335
3,False,False,0.14178060149554375,False,0.21833333333333327,False,0.4908793523277822,Voting,Voting,False,0.14178060149554375
1,False,False,0.09038696515117632,False,0.12227217424225538,False,0.4894321979212306,Voting,Voting,False,0.09038696515117632
5,False,True,0.5763461093746476,True,0.8,True,0.7224261060590992,Voting,Voting,True,0.5763461093746476
2,False,False,0.05787195660575335,False,0.0,False,0.030894875845927806,Voting,Voting,False,0.05787195660575335
1,False,False,0.09038696515117632,False,0.12219268476621414,False,0.4892762871071172,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.10942495906701306,False,0.4893974648434253,Voting,Voting,False,0.09038696515117632
2,False,False,0.05787195660575335,False,0.0,False,0.018342544824698364,Voting,Voting,False,0.05787195660575335
0,False,False,0.04849616181188352,False,0.022011385199240983,False,0.17381316043045056,Voting,Voting,False,0.04849616181188352
1,False,False,0.09038696515117632,False,0.12156939064833801,False,0.4887340466155549,Voting,Voting,False,0.09038696515117632
1,True,False,0.07320924078957541,False,0.0779980203224985,False,0.488009518308522,Voting,Voting,False,0.07320924078957541
2,False,False,0.05787195660575335,False,0.0,False,0.03899263967564152,Voting,Voting,False,0.05787195660575335
1,False,False,0.09038696515117632,False,0.1444047779934554,False,0.490412127526645,Voting,Voting,False,0.09038696515117632
2,False,False,0.05787195660575335,False,0.0,False,0.020520138531124662,Voting,Voting,False,0.05787195660575335
1,False,False,0.09038696515117632,False,0.1278362090945108,False,0.4884840481119617,Voting,Voting,False,0.09038696515117632
2,False,False,0.05787195660575335,False,0.0,False,0.03899835957117355,Voting,Voting,False,0.05787195660575335
2,False,False,0.05787195660575335,False,0.0,False,0.05140699014478988,Voting,Voting,False,0.05787195660575335
3,False,False,0.14178060149554375,False,0.2903968253968253,False,0.4855920221726952,Voting,Voting,False,0.14178060149554375
16,True,True,0.9320822557549014,True,0.9,True,0.8212208188742477,Voting,Voting,True,0.9320822557549014
2,False,False,0.05787195660575335,False,0.0,False,0.03457502886750897,Voting,Voting,False,0.05787195660575335
4,False,False,0.1701585132613521,False,0.15111111111111114,False,0.4847470961678503,Voting,Voting,False,0.1701585132613521
1,False,False,0.09038696515117632,False,0.11657713014499192,False,0.4891064853625681,Voting,Voting,False,0.09038696515117632
3,False,False,0.14178060149554375,False,0.16499999999999998,False,0.4873210394333407,Voting,Voting,False,0.14178060149554375
0,False,False,0.04849616181188352,False,0.0,False,0.13231132860466524,Voting,Voting,False,0.04849616181188352
5,True,False,0.1897729844488786,False,0.0,False,0.09181439087668918,Voting,Voting,False,0.1897729844488786
2,False,False,0.05787195660575335,False,0.0,False,0.03917916969675973,Voting,Voting,False,0.05787195660575335
6,False,False,0.4216657647584574,False,0.025,False,0.18777473217741755,Voting,Voting,False,0.4216657647584574
1,False,False,0.09038696515117632,False,0.12151118316440895,False,0.4892085552795649,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.13262522566014234,False,0.4900671703891247,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.11534924988804303,False,0.4886256732019825,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.16019297751626976,False,0.4902987337639824,Voting,Voting,False,0.09038696515117632
1,False,False,0.09038696515117632,False,0.1159295675435319,False,0.4893947756638794,Voting,Voting,False,0.09038696515117632
